prompt_text,measure_id,measure_name,scale_id,item_id,item_preamble_id,item_postamble_id,response_scale_id,response_choice_postamble_id,model_id,model_output,valid_prob_mass,logprob_1,logprob_2,logprob_3,logprob_4,logprob_5
"For the following task, respond in a way that matches this description: ""I am eighteen years old. I'm going to majoring in business. I just bought my first car. I received a full scholarship to Florida state university."". Evaluating the statement, ""I seek to influence others"", please rate how accurately this describes you a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-EXT,ipip102,d35-ev2,plk-ipip-0,likert5_numeric,none,llama2:7b-chat,5,0.9836143315447001,-6.162097930908203,-9.46078109741211,-3.1144368648529053,-2.1523778438568115,-0.1974543035030365
"For the following task, respond in a way that matches this description: ""I am eighteen years old. I'm going to majoring in business. I just bought my first car. I received a full scholarship to Florida state university."". Evaluating the statement, ""[REDACTED]"", please indicate to what extent this is characteristic of you on a scale from 1 to 5 (where 1 = ""extremely uncharacteristic of me"", 2 = ""uncharacteristic of me"", 3 = ""neither characteristic nor uncharacteristic of me"", 4 = ""characteristic of me"", and 5 = ""extremely characteristic of me"").

RATING: ",BPAQ,Buss-Perry Aggression Questionnaire,ANGR,bpaq17,d35-ev2,plk-bpaq-9,likert5_numeric,none,llama2:7b-chat,5,0.9818919416431073,-4.610370635986328,-9.069574356079102,-2.8886263370513916,-1.090425729751587,-0.5445501208305359
"For the following task, respond in a way that matches this description: ""I am eighteen years old. I'm going to majoring in business. I just bought my first car. I received a full scholarship to Florida state university."". Evaluating the statement, ""[REDACTED]"", please rate how characteristic or uncharacteristic this is of you on a scale from 1 to 6 (where 1 = ""not like me at all"", 2 = ""not like me"", 3 = ""a little like me"", 4 = ""moderately like me"", 5 = ""like me"", and 6 = ""very much like me"").

RATING: ",PVQ,Portrait Values Questionnaire (PVQ-RR),CONF,pvq4,d35-ev2,plk-pvq-103,likert6_numeric,none,llama2:7b-chat,5,0.9683267338356817,-6.96662712097168,-8.86084270477295,-4.885107040405273,-1.9071674346923828,-0.2958488166332245
"For the following task, respond in a way that matches this description: ""I am eighteen years old. I'm going to majoring in business. I just bought my first car. I received a full scholarship to Florida state university."". Reflecting on the statement, ""I am concerned about others"", please rate how accurately this describes you a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-AGR,ipip104,d35-rf2,plk-ipip-0,likert5_numeric,none,llama2:7b-chat,5,0.9678231796732478,-6.177779197692871,-9.102337837219238,-2.4447431564331055,-2.3448705673217773,-0.24458590149879456
"For the following task, respond in a way that matches this description: ""I am eighteen years old. I'm going to majoring in business. I just bought my first car. I received a full scholarship to Florida state university."". Reflecting on the statement, ""I am easy to satisfy"", please indicate how accurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-AGR,ipip19,d35-rf2,plk-ipip-3,likert5_numeric,none,llama2:7b-chat,5,0.9776263379089338,-5.501452445983887,-8.799053192138672,-2.005584716796875,-2.4277896881103516,-0.2869071662425995
"For the following task, respond in a way that matches this description: ""I am eighteen years old. I'm going to majoring in business. I just bought my first car. I received a full scholarship to Florida state university."". Reflecting on the statement, ""I laugh my way through life"", please rate how accurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-EXT,ipip117,d35-rf2,plk-ipip-9,likert5_numeric,none,llama2:7b-chat,5,0.9555466270340176,-5.200977802276611,-8.220961570739746,-1.9124749898910522,-2.3302528858184814,-0.34986814856529236
"For the following task, respond in a way that matches this description: ""I am eighteen years old. I'm going to majoring in business. I just bought my first car. I received a full scholarship to Florida state university."". Regarding the statement, ""I enjoy wild flights of fantasy"", please indicate how accurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-OPE,ipip33,d35-rg6,plk-ipip-3,likert5_numeric,none,llama2:7b-chat,5,0.9886067394847174,-6.021963596343994,-9.552538871765137,-3.3207695484161377,-2.845294237136841,-0.11443643271923065
"For the following task, respond in a way that matches this description: ""I am eighteen years old. I'm going to majoring in business. I just bought my first car. I received a full scholarship to Florida state university."". Regarding the statement, ""I like order"", please indicate how accurate or inaccurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-CON,ipip10,d35-rg6,plk-ipip-103,likert5_numeric,none,llama2:7b-chat,5,0.9737829407482566,-4.408444404602051,-8.728604316711426,-2.734744071960449,-2.3011560440063477,-0.2276620864868164
"For the following task, respond in a way that matches this description: ""I am eighteen years old. I'm going to majoring in business. I just bought my first car. I received a full scholarship to Florida state university."". Thinking about the statement, ""I seldom get lost in thought"", please indicate how accurate or inaccurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-OPE,ipip243,d35-th2,plk-ipip-103,likert5_numeric,none,llama2:7b-chat,5,0.9777422313386332,-5.10945463180542,-8.402875900268555,-1.911149501800537,-2.4800658226013184,-0.3013339638710022
"For the following task, respond in a way that matches this description: ""I am eighteen years old. I'm going to majoring in business. I just bought my first car. I received a full scholarship to Florida state university."". Thinking about the statement, ""[REDACTED]"", please rate your level of agreement or disagreement on a scale from 1 to 5 (where 1 = ""very slightly or not at all agree"", 2 = ""agree a little"", 3 = ""agree moderately"", 4 = ""agree quite a bit"", and 5 = ""agree extremely"").

RATING: ",PANAS,Positive and Negative Affect Schedule (PANAS) Scales,PA,panas12,d35-th2,plk-panas-103,likert5_numeric,none,llama2:7b-chat,5,0.9384984054018768,-4.667020797729492,-8.372349739074707,-2.7688333988189697,-2.375713586807251,-0.25723859667778015
"For the following task, respond in a way that matches this description: ""I am in the army. I fly airplanes. I enjoy building computers. I dropped out of college."". Considering the statement, ""I like to take it easy"", please rate how accurately this describes you a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-EXT,ipip167,d45-cs6,plk-ipip-0,likert5_numeric,none,llama2:7b-chat,5,0.941063140126975,-4.60521125793457,-8.1559476852417,-2.328291177749634,-1.9661295413970947,-0.3662683665752411
"For the following task, respond in a way that matches this description: ""I am in the army. I fly airplanes. I enjoy building computers. I dropped out of college."". Considering the statement, ""I postpone decisions"", please rate how accurate or inaccurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-CON,ipip295,d45-cs6,plk-ipip-109,likert5_numeric,none,llama2:7b-chat,5,0.9366355500075574,-3.894430160522461,-6.603747367858887,-1.099517822265625,-2.0140247344970703,-0.801973283290863
"For the following task, respond in a way that matches this description: ""I am in the army. I fly airplanes. I enjoy building computers. I dropped out of college."". Evaluating the statement, ""I go straight for the goal"", please indicate how accurate or inaccurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-CON,ipip20,d45-ev2,plk-ipip-103,likert5_numeric,none,llama2:7b-chat,5,0.9785074486665447,-4.209855556488037,-7.57638692855835,-1.5457091331481934,-1.7274317741394043,-0.5581870675086975
"For the following task, respond in a way that matches this description: ""I am in the army. I fly airplanes. I enjoy building computers. I dropped out of college."". Evaluating the statement, ""I radiate joy"", please indicate how accurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-EXT,ipip27,d45-ev2,plk-ipip-3,likert5_numeric,none,llama2:7b-chat,5,0.9807025338089933,-4.661398410797119,-7.732814311981201,-1.4797120094299316,-1.719311237335205,-0.5728458762168884
"For the following task, respond in a way that matches this description: ""I am in the army. I fly airplanes. I enjoy building computers. I dropped out of college."". Evaluating the statement, ""Is original, comes up with new ideas"", please rate your level of agreement on a scale from 1 to 5 (where 1 = ""disagree strongly"", 2 = ""disagree a little"", 3 = ""neither agree nor disagree"", 4 = ""agree a little"", and 5 = ""agree strongly"").

RATING: ",BFI,Big Five Inventory,BFI-OPE,bf5,d45-ev2,plk-bfi-3,likert5_numeric,none,llama2:7b-chat,5,0.9013149084439112,-4.353857040405273,-8.380842208862305,-2.6087779998779297,-2.2115402221679688,-0.34945493936538696
"For the following task, respond in a way that matches this description: ""I am in the army. I fly airplanes. I enjoy building computers. I dropped out of college."". Reflecting on the statement, ""I can handle complex problems"", please indicate how accurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-NEU,ipip206,d45-rf2,plk-ipip-3,likert5_numeric,none,llama2:7b-chat,5,0.9768287036918561,-5.13727331161499,-8.105326652526855,-1.6049933433532715,-1.9134058952331543,-0.4745173156261444
"For the following task, respond in a way that matches this description: ""I am in the army. I fly airplanes. I enjoy building computers. I dropped out of college."". Reflecting on the statement, ""I do more than what's expected of me"", please rate how accurately this describes you a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-CON,ipip140,d45-rf2,plk-ipip-0,likert5_numeric,none,llama2:7b-chat,5,0.9662363849567885,-7.415938377380371,-9.558382987976074,-3.3657772541046143,-2.3473751544952393,-0.17983360588550568
"For the following task, respond in a way that matches this description: ""I am in the army. I fly airplanes. I enjoy building computers. I dropped out of college."". Reflecting on the statement, ""I enjoy thinking about things"", please indicate how accurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-OPE,ipip143,d45-rf2,plk-ipip-3,likert5_numeric,none,llama2:7b-chat,5,0.9760392503031361,-4.88206672668457,-8.317344665527344,-1.5384902954101562,-2.4152584075927734,-0.4092255234718323
"For the following task, respond in a way that matches this description: ""I am in the army. I fly airplanes. I enjoy building computers. I dropped out of college."". Reflecting on the statement, ""[REDACTED]"", please rate your level of agreement or disagreement on a scale from 1 to 5 (where 1 = ""very slightly or not at all agree"", 2 = ""agree a little"", 3 = ""agree moderately"", 4 = ""agree quite a bit"", and 5 = ""agree extremely"").

RATING: ",PANAS,Positive and Negative Affect Schedule (PANAS) Scales,PA,panas9,d45-rf2,plk-panas-103,likert5_numeric,none,llama2:7b-chat,5,0.8643156067163676,-4.1131086349487305,-7.030739784240723,-2.022496223449707,-1.5230627059936523,-0.6997556090354919
"For the following task, respond in a way that matches this description: ""I am in the army. I fly airplanes. I enjoy building computers. I dropped out of college."". Regarding the statement, ""I do not enjoy going to art museums"", please indicate how accurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-OPE,ipip218,d45-rg6,plk-ipip-3,likert5_numeric,none,llama2:7b-chat,5,0.9858870367114156,-2.8613362312316895,-7.180484294891357,-1.606447696685791,-1.9983391761779785,-0.5246300101280212
